transaction_id,customer_id,product_id,date,quantity
T03488,C103,P002,2025-04-04,1
T03489,C415,P025,2025-04-09,1
T03489,C415,P027,2025-04-09,1
T03490,C226,P021,2025-11-16,1
T03491,C056,P028,2025-11-22,1
T03492,C086,P003,2025-05-31,1
T03493,C044,P013,2025-03-05,1
T03494,C142,P003,2025-06-25,1
T03495,C016,P019,2025-05-01,1
T03496,C345,P025,2025-02-21,1
T03496,C345,P027,2025-02-21,1
T03497,C385,P001,2025-12-07,1
T03498,C022,P004,2025-04-19,1
T03499,C268,P026,2025-01-04,1
T03500,C193,P020,2025-09-24,1
T03501,C493,P025,2025-05-17,1
T03502,C243,P025,2025-06-22,1
T03503,C173,P012,2025-12-16,1
T03504,C456,P011,2025-06-11,1
T03505,C482,P012,2025-12-07,1
T03506,C205,P013,2025-11-09,1
T03507,C030,P012,2025-06-19,1
T03508,C413,P004,2025-01-02,1
T03509,C234,P028,2025-12-24,1
T03510,C206,P024,2025-03-13,1
T03511,C014,P020,2025-03-04,1
T03512,C445,P017,2025-05-24,1
T03513,C487,P023,2025-05-08,1
T03514,C189,P015,2025-11-13,1
T03515,C352,P022,2025-09-01,1
T03516,C339,P007,2025-01-02,1
T03517,C327,P027,2025-06-14,1
T03518,C009,P021,2025-07-04,1
T03519,C448,P002,2025-06-16,1
T03520,C348,P015,2025-04-30,1
T03521,C311,P016,2025-07-24,1
T03522,C407,P003,2025-06-28,1
T03523,C220,P030,2025-09-01,1
T03524,C338,P028,2025-12-25,1
T03525,C464,P004,2025-07-17,1
T03526,C151,P020,2025-04-10,1
T03527,C365,P005,2025-09-24,1
T03528,C402,P028,2025-09-16,1
T03529,C017,P005,2025-09-12,1
T03530,C155,P027,2025-12-11,1
T03531,C281,P028,2025-08-28,1
T03532,C087,P029,2025-08-17,1
T03533,C247,P022,2025-10-04,1
T03533,C247,P023,2025-10-04,1
T03534,C088,P025,2025-12-04,1
T03535,C055,P014,2025-01-15,1
T03536,C083,P030,2025-06-17,1
T03537,C463,P013,2025-05-24,1
T03538,C113,P024,2025-05-12,1
T03539,C341,P016,2025-12-10,1
T03539,C341,P017,2025-12-10,1
T03540,C473,P018,2025-11-21,1
T03541,C372,P016,2025-02-16,1
T03542,C171,P028,2025-04-25,1
T03543,C478,P019,2025-11-04,1
T03543,C478,P021,2025-11-04,1
T03544,C194,P030,2025-07-15,1
T03545,C335,P021,2025-10-15,1
T03546,C495,P028,2025-08-12,1
T03547,C414,P008,2025-04-25,1
T03548,C133,P004,2025-05-29,1
T03549,C045,P004,2025-02-15,1
T03550,C175,P024,2025-10-31,1
T03551,C480,P007,2025-03-01,1
T03552,C294,P012,2025-03-07,1
T03553,C437,P011,2025-07-14,1
T03554,C001,P010,2025-02-01,1
T03555,C303,P018,2025-04-08,1
T03556,C434,P013,2025-08-05,1
T03557,C164,P025,2025-07-06,1
T03558,C479,P026,2025-03-06,1
T03559,C267,P022,2025-11-05,1
T03560,C055,P013,2025-01-05,1
T03561,C276,P028,2025-08-24,1
T03562,C162,P005,2025-06-01,1
T03563,C256,P022,2025-08-22,1
T03563,C256,P024,2025-08-22,1
T03564,C075,P024,2025-12-07,1
T03565,C435,P026,2025-12-26,1
T03566,C018,P020,2025-06-13,1
T03567,C159,P017,2025-12-19,1
T03568,C064,P009,2025-12-28,1
T03569,C294,P016,2025-11-20,1
T03570,C254,P010,2025-12-27,1
T03571,C495,P013,2025-01-31,1
T03572,C415,P011,2025-03-20,1
T03573,C108,P028,2025-04-26,1
T03574,C359,P024,2025-01-27,1
T03575,C473,P028,2025-04-02,1
T03576,C439,P016,2025-07-20,1
T03576,C439,P017,2025-07-20,1
T03577,C012,P018,2025-07-20,1
T03578,C173,P014,2025-12-14,1
T03579,C243,P012,2025-07-20,1
T03580,C201,P003,2025-09-28,1
T03581,C373,P010,2025-05-25,1
T03582,C357,P030,2025-04-10,1
T03583,C359,P028,2025-10-08,1
T03584,C202,P004,2025-03-09,1
T03585,C166,P025,2025-10-25,1
T03586,C028,P028,2025-12-30,1
T03587,C156,P015,2025-12-02,1
T03588,C084,P019,2025-03-12,1
T03589,C248,P010,2025-03-16,1
T03590,C108,P007,2025-04-11,1
T03591,C377,P021,2025-01-05,1
T03592,C186,P024,2025-10-22,1
T03593,C053,P022,2025-03-17,1
T03594,C219,P022,2025-03-28,1
T03595,C050,P012,2025-08-31,1
T03596,C092,P002,2025-03-02,1
T03597,C264,P021,2025-06-23,1
T03598,C304,P014,2025-03-18,1
T03599,C322,P024,2025-07-26,1
T03600,C126,P002,2025-03-02,1
T03601,C124,P013,2025-09-08,1
T03602,C155,P023,2025-11-02,1
T03603,C489,P006,2025-12-01,1
T03604,C382,P013,2025-12-21,1
T03605,C408,P022,2025-12-04,1
T03605,C408,P024,2025-12-04,1
T03606,C443,P027,2025-11-29,1
T03607,C196,P009,2025-11-20,1
T03608,C335,P015,2025-07-08,1
T03609,C006,P004,2025-03-01,1
T03610,C043,P004,2025-09-08,1
T03611,C329,P022,2025-09-18,1
T03611,C329,P024,2025-09-18,1
T03612,C141,P023,2025-02-18,1
T03613,C407,P019,2025-04-03,1
T03614,C331,P023,2025-08-11,1
T03615,C153,P019,2025-03-06,1
T03615,C153,P020,2025-03-06,1
T03616,C366,P030,2025-10-03,1
T03617,C095,P013,2025-12-25,1
T03618,C011,P013,2025-10-12,1
T03619,C419,P018,2025-09-29,1
T03620,C251,P003,2025-09-23,1
T03621,C429,P019,2025-10-03,1
T03622,C405,P021,2025-03-05,1
T03623,C386,P025,2025-04-17,1
T03624,C460,P004,2025-04-03,1
T03625,C442,P020,2025-12-22,1
T03626,C093,P001,2025-10-12,1
T03627,C161,P004,2025-01-21,1
T03628,C066,P019,2025-04-16,1
T03629,C045,P018,2025-05-12,1
T03630,C436,P025,2025-01-18,1
T03630,C436,P026,2025-01-18,1
T03631,C260,P010,2025-07-06,1
T03632,C495,P018,2025-03-29,1
T03633,C217,P022,2025-01-01,1
T03633,C217,P023,2025-01-01,1
T03634,C485,P017,2025-05-31,1
T03635,C338,P018,2025-08-16,1
T03636,C072,P019,2025-09-09,1
T03637,C268,P030,2025-06-30,1
T03638,C311,P018,2025-09-19,1
T03639,C108,P023,2025-02-20,1
T03640,C340,P027,2025-01-23,1
T03641,C122,P002,2025-04-07,1
T03642,C073,P010,2025-04-21,1
T03643,C491,P005,2025-11-05,1
T03644,C303,P012,2025-05-23,1
T03645,C066,P024,2025-11-15,1
T03646,C217,P003,2025-10-09,1
T03647,C131,P009,2025-07-15,1
T03648,C333,P029,2025-03-25,1
T03649,C043,P009,2025-12-13,1
T03650,C218,P023,2025-03-15,1
T03651,C275,P007,2025-02-06,1
T03652,C323,P024,2025-05-18,1
T03653,C325,P023,2025-11-27,1
T03654,C099,P023,2025-07-10,1
T03655,C289,P022,2025-11-28,1
T03656,C310,P006,2025-08-03,1
T03657,C421,P005,2025-06-11,1
T03658,C223,P013,2025-01-14,1
T03659,C494,P020,2025-05-07,1
T03660,C040,P009,2025-03-05,1
T03661,C273,P004,2025-12-17,1
T03662,C281,P014,2025-02-03,1
T03663,C169,P021,2025-02-15,1
T03664,C186,P030,2025-06-20,1
T03665,C399,P009,2025-03-16,1
T03666,C445,P026,2025-04-26,1
T03667,C141,P001,2025-02-20,1
T03668,C497,P008,2025-07-13,1
T03669,C488,P004,2025-03-05,1
T03670,C090,P017,2025-06-06,1
T03671,C302,P027,2025-09-08,1
T03672,C049,P017,2025-06-28,1
T03673,C359,P019,2025-05-25,1
T03674,C312,P004,2025-01-25,1
T03675,C088,P011,2025-07-19,1
T03675,C088,P015,2025-07-19,1
T03676,C245,P019,2025-03-07,1
T03676,C245,P020,2025-03-07,1
T03677,C337,P005,2025-03-15,1
T03678,C377,P009,2025-01-28,1
T03679,C471,P024,2025-11-24,1
T03680,C499,P012,2025-12-29,1
T03681,C399,P008,2025-12-14,1
T03682,C312,P014,2025-12-28,1
T03683,C235,P006,2025-08-13,1
T03684,C182,P026,2025-08-28,1
T03685,C258,P010,2025-05-22,1
T03686,C488,P014,2025-09-24,1
T03687,C483,P023,2025-04-28,1
T03688,C157,P021,2025-02-14,1
T03689,C486,P010,2025-07-28,1
T03690,C395,P011,2025-02-16,1
T03691,C040,P024,2025-05-03,1
T03692,C484,P003,2025-03-26,1
T03693,C295,P002,2025-02-13,1
T03694,C381,P010,2025-10-11,1
T03695,C476,P016,2025-01-06,1
T03696,C218,P022,2025-09-18,1
T03697,C070,P016,2025-09-12,1
T03698,C347,P029,2025-09-30,1
T03699,C208,P001,2025-11-12,1
T03699,C208,P004,2025-11-12,1
T03700,C004,P023,2025-08-06,1
T03701,C360,P018,2025-06-26,1
T03702,C126,P024,2025-12-05,1
T03703,C487,P030,2025-09-28,1
T03704,C351,P020,2025-01-22,1
T03705,C311,P015,2025-03-28,1
T03706,C346,P030,2025-09-26,1
T03707,C463,P008,2025-03-31,1
T03708,C039,P012,2025-03-10,1
T03709,C264,P012,2025-01-27,1
T03710,C217,P016,2025-07-14,1
T03710,C217,P017,2025-07-14,1
T03711,C174,P030,2025-12-14,1
T03712,C128,P027,2025-10-04,1
T03713,C436,P025,2025-03-02,1
T03713,C436,P027,2025-03-02,1
T03714,C151,P009,2025-04-20,1
T03715,C002,P024,2025-11-20,1
T03716,C292,P013,2025-04-22,1
T03717,C473,P010,2025-11-26,1
T03718,C264,P027,2025-01-19,1
T03719,C479,P015,2025-11-13,1
T03720,C435,P016,2025-01-30,1
T03721,C316,P015,2025-06-18,1
T03722,C153,P012,2025-02-24,1
T03723,C003,P012,2025-04-06,1
T03724,C206,P012,2025-01-05,1
T03725,C052,P014,2025-09-09,1
T03726,C102,P003,2025-09-28,1
T03727,C264,P029,2025-03-20,1
T03728,C468,P016,2025-01-04,1
T03728,C468,P018,2025-01-04,1
T03729,C116,P016,2025-07-22,1
T03730,C187,P014,2025-04-04,1
T03731,C275,P026,2025-05-18,1
T03732,C056,P015,2025-12-03,1
T03733,C430,P015,2025-03-24,1
T03734,C072,P012,2025-08-11,1
T03735,C003,P012,2025-12-30,1
T03736,C102,P004,2025-04-08,1
T03737,C146,P002,2025-03-10,1
T03738,C203,P014,2025-06-19,1
T03739,C462,P002,2025-03-24,1
T03740,C342,P007,2025-09-03,1
T03741,C492,P022,2025-05-17,1
T03741,C492,P024,2025-05-17,1
T03742,C282,P016,2025-12-16,1
T03743,C167,P025,2025-07-24,1
T03744,C473,P024,2025-07-19,1
T03745,C068,P004,2025-02-25,1
T03746,C406,P001,2025-03-06,1
T03746,C406,P004,2025-03-06,1
T03747,C007,P025,2025-12-17,1
T03747,C007,P027,2025-12-17,1
T03748,C220,P020,2025-01-05,1
T03749,C223,P016,2025-05-29,1
T03749,C223,P017,2025-05-29,1
T03750,C390,P014,2025-05-07,1
T03751,C317,P005,2025-09-19,1
T03751,C317,P008,2025-09-19,1
T03752,C393,P004,2025-05-15,1
T03753,C359,P008,2025-12-08,1
T03754,C421,P014,2025-04-12,1
T03755,C243,P023,2025-02-22,1
T03756,C359,P024,2025-09-15,1
T03757,C313,P006,2025-04-07,1
T03758,C438,P019,2025-11-19,1
T03759,C118,P004,2025-03-09,1
T03760,C206,P002,2025-05-21,1
T03761,C099,P030,2025-03-16,1
T03762,C219,P001,2025-11-12,1
T03762,C219,P002,2025-11-12,1
T03763,C195,P014,2025-09-26,1
T03764,C157,P023,2025-11-21,1
T03765,C119,P008,2025-06-22,1
T03766,C219,P016,2025-02-01,1
T03767,C330,P002,2025-06-05,1
T03768,C057,P009,2025-07-06,1
T03769,C144,P012,2025-12-31,1
T03770,C215,P008,2025-06-13,1
T03771,C459,P002,2025-04-04,1
T03772,C021,P001,2025-01-27,1
T03773,C165,P007,2025-05-27,1
T03774,C242,P009,2025-11-07,1
T03775,C052,P014,2025-04-05,1
T03776,C130,P016,2025-07-06,1
T03776,C130,P017,2025-07-06,1
T03777,C050,P022,2025-01-07,1
T03778,C395,P028,2025-03-08,1
T03779,C170,P012,2025-07-05,1
T03780,C381,P025,2025-10-29,1
T03781,C191,P008,2025-11-29,1
T03782,C142,P007,2025-10-27,1
T03783,C197,P003,2025-02-24,1
T03784,C067,P021,2025-11-05,1
T03785,C062,P002,2025-10-28,1
T03786,C496,P030,2025-12-02,1
T03787,C419,P007,2025-04-09,1
T03788,C361,P015,2025-02-20,1
T03789,C039,P018,2025-11-13,1
T03790,C176,P010,2025-08-31,1
T03791,C390,P007,2025-10-01,1
T03792,C370,P005,2025-01-23,1
T03792,C370,P009,2025-01-23,1
T03793,C282,P023,2025-05-10,1
T03794,C457,P029,2025-10-14,1
T03795,C459,P012,2025-08-18,1
T03796,C323,P023,2025-03-02,1
T03797,C467,P014,2025-02-04,1
T03798,C248,P014,2025-09-26,1
T03799,C477,P017,2025-01-12,1
T03800,C086,P020,2025-05-21,1
T03801,C357,P005,2025-05-29,1
T03801,C357,P010,2025-05-29,1
T03802,C032,P026,2025-12-22,1
T03803,C098,P024,2025-07-23,1
T03804,C254,P022,2025-09-30,1
T03805,C498,P003,2025-03-26,1
T03806,C225,P025,2025-09-18,1
T03807,C400,P013,2025-07-25,1
T03808,C311,P009,2025-04-16,1
T03809,C095,P001,2025-03-23,1
T03810,C304,P023,2025-01-05,1
T03811,C451,P030,2025-09-20,1
T03812,C234,P017,2025-12-29,1
T03813,C369,P017,2025-05-13,1
T03814,C156,P028,2025-04-23,1
T03815,C152,P023,2025-05-18,1
T03816,C283,P004,2025-03-29,1
T03817,C115,P002,2025-10-01,1
T03818,C122,P010,2025-01-21,1
T03819,C328,P005,2025-05-23,1
T03820,C139,P028,2025-01-27,1
T03821,C329,P008,2025-04-18,1
T03822,C274,P004,2025-01-01,1
T03823,C333,P012,2025-11-20,1
T03824,C310,P012,2025-06-16,1
T03825,C043,P023,2025-10-09,1
T03826,C136,P024,2025-03-10,1
T03827,C210,P029,2025-11-10,1
T03827,C210,P030,2025-11-10,1
T03828,C321,P027,2025-01-06,1
T03829,C422,P012,2025-04-23,1
T03830,C375,P009,2025-04-01,1
T03831,C132,P001,2025-10-03,1
T03832,C445,P025,2025-10-26,1
T03832,C445,P027,2025-10-26,1
T03833,C485,P021,2025-05-12,1
T03834,C446,P021,2025-11-21,1
T03835,C310,P018,2025-04-16,1
T03836,C419,P015,2025-04-23,1
T03837,C167,P009,2025-04-15,1
T03838,C298,P021,2025-07-22,1
T03839,C080,P015,2025-04-29,1
T03840,C374,P024,2025-08-11,1
T03841,C189,P005,2025-09-03,1
T03841,C189,P007,2025-09-03,1
T03842,C236,P006,2025-04-01,1
T03843,C097,P019,2025-09-09,1
T03844,C093,P021,2025-05-25,1
T03845,C011,P010,2025-03-25,1
T03846,C454,P006,2025-07-21,1
T03847,C352,P020,2025-04-07,1
T03848,C036,P005,2025-02-06,1
T03849,C233,P030,2025-11-27,1
T03850,C497,P013,2025-02-21,1
T03851,C371,P017,2025-03-12,1
T03852,C373,P025,2025-01-07,1
T03853,C194,P013,2025-01-11,1
T03854,C057,P027,2025-01-07,1
T03855,C391,P027,2025-11-26,1
T03856,C479,P002,2025-03-09,1
T03857,C128,P025,2025-02-12,1
T03857,C128,P026,2025-02-12,1
T03858,C406,P001,2025-02-24,1
T03859,C419,P011,2025-12-29,1
T03859,C419,P013,2025-12-29,1
T03860,C246,P025,2025-10-16,1
T03861,C418,P006,2025-06-07,1
T03862,C170,P016,2025-03-21,1
T03862,C170,P018,2025-03-21,1
T03863,C322,P018,2025-03-05,1
T03864,C011,P027,2025-01-23,1
T03865,C053,P018,2025-06-01,1
T03866,C053,P017,2025-08-01,1
T03867,C073,P001,2025-04-25,1
T03867,C073,P003,2025-04-25,1
T03868,C198,P005,2025-06-30,1
T03869,C116,P030,2025-12-17,1
T03870,C197,P022,2025-02-27,1
T03871,C057,P008,2025-02-22,1
T03872,C490,P010,2025-07-02,1
T03873,C040,P020,2025-06-20,1
T03874,C061,P012,2025-02-13,1
T03875,C459,P002,2025-11-06,1
T03876,C078,P006,2025-08-08,1
T03877,C272,P011,2025-11-04,1
T03877,C272,P015,2025-11-04,1
T03878,C077,P029,2025-12-08,1
T03879,C320,P027,2025-05-27,1
T03880,C179,P029,2025-02-23,1
T03880,C179,P030,2025-02-23,1
T03881,C339,P012,2025-05-16,1
T03882,C416,P030,2025-12-31,1
T03883,C409,P003,2025-01-02,1
T03884,C442,P030,2025-03-18,1
T03885,C399,P021,2025-03-17,1
T03886,C164,P005,2025-07-19,1
T03887,C408,P026,2025-09-02,1
T03888,C418,P003,2025-02-27,1
T03889,C296,P014,2025-05-23,1
T03890,C075,P003,2025-06-15,1
T03891,C066,P006,2025-07-17,1
T03892,C181,P011,2025-09-11,1
T03893,C356,P014,2025-11-05,1
T03894,C407,P021,2025-06-20,1
T03895,C071,P026,2025-12-01,1
T03896,C472,P008,2025-07-16,1
T03897,C215,P018,2025-09-12,1
T03898,C276,P018,2025-09-10,1
T03899,C273,P018,2025-04-28,1
T03900,C197,P003,2025-10-25,1
T03901,C367,P014,2025-09-27,1
T03902,C296,P025,2025-12-22,1
T03903,C113,P023,2025-02-14,1
T03904,C121,P012,2025-01-02,1
T03905,C105,P028,2025-01-09,1
T03906,C186,P018,2025-08-31,1
T03907,C491,P005,2025-02-26,1
T03907,C491,P008,2025-02-26,1
T03908,C185,P028,2025-03-13,1
T03909,C151,P015,2025-03-15,1
T03910,C428,P028,2025-10-10,1
T03911,C498,P030,2025-08-04,1
T03912,C125,P007,2025-04-25,1
T03913,C029,P024,2025-03-12,1
T03914,C061,P023,2025-12-27,1
T03915,C074,P013,2025-01-14,1
T03916,C357,P014,2025-07-10,1
T03917,C028,P023,2025-02-24,1
T03918,C340,P019,2025-02-07,1
T03919,C305,P028,2025-03-22,1
T03920,C016,P005,2025-07-07,1
T03920,C016,P007,2025-07-07,1
T03921,C040,P001,2025-10-19,1
T03922,C214,P005,2025-04-04,1
T03923,C072,P024,2025-09-28,1
T03924,C358,P010,2025-08-29,1
T03925,C211,P024,2025-06-22,1
T03926,C228,P026,2025-11-27,1
T03927,C356,P001,2025-05-27,1
T03927,C356,P002,2025-05-27,1
T03928,C452,P021,2025-01-17,1
T03929,C310,P025,2025-03-30,1
T03930,C006,P013,2025-08-05,1
T03931,C349,P029,2025-08-21,1
T03932,C425,P009,2025-10-20,1
T03933,C257,P010,2025-12-30,1
T03934,C117,P014,2025-03-22,1
T03935,C140,P003,2025-09-25,1
T03936,C194,P005,2025-04-19,1
T03937,C029,P008,2025-07-20,1
T03938,C095,P027,2025-10-14,1
T03939,C310,P027,2025-02-09,1
T03940,C419,P023,2025-08-28,1
T03941,C245,P011,2025-12-01,1
T03942,C424,P013,2025-03-26,1
T03943,C028,P026,2025-07-10,1
T03944,C332,P014,2025-04-10,1
T03945,C139,P004,2025-02-23,1
T03946,C040,P012,2025-11-05,1
T03947,C399,P028,2025-06-21,1
T03948,C015,P008,2025-05-25,1
T03949,C084,P018,2025-02-24,1
T03950,C034,P007,2025-11-02,1
T03951,C006,P025,2025-06-08,1
T03951,C006,P026,2025-06-08,1
T03952,C327,P030,2025-01-17,1
T03953,C124,P009,2025-02-13,1
T03954,C292,P019,2025-01-23,1
T03955,C405,P016,2025-01-24,1
T03955,C405,P017,2025-01-24,1
T03956,C484,P010,2025-01-05,1
T03957,C183,P025,2025-05-25,1
T03958,C257,P007,2025-06-11,1
T03959,C385,P013,2025-07-02,1
T03960,C499,P005,2025-12-26,1
T03961,C170,P014,2025-09-15,1
T03962,C052,P017,2025-03-18,1
T03963,C013,P019,2025-07-15,1
T03964,C445,P028,2025-01-20,1
T03965,C149,P006,2025-03-19,1
T03966,C350,P015,2025-02-10,1
T03967,C454,P021,2025-02-17,1
T03968,C488,P023,2025-04-29,1
T03969,C453,P007,2025-12-15,1
T03970,C335,P005,2025-03-24,1
T03971,C257,P017,2025-11-08,1
T03972,C334,P017,2025-06-24,1
T03973,C230,P026,2025-03-09,1
T03974,C174,P010,2025-07-04,1
T03975,C320,P028,2025-08-09,1
T03976,C021,P029,2025-12-31,1
T03977,C199,P008,2025-04-17,1
T03978,C313,P020,2025-02-08,1
T03979,C491,P005,2025-10-18,1
T03980,C255,P004,2025-01-08,1
T03981,C074,P025,2025-06-08,1
T03982,C497,P026,2025-02-14,1
T03983,C256,P004,2025-08-21,1
T03984,C161,P006,2025-06-01,1
T03985,C083,P003,2025-05-24,1
T03986,C296,P012,2025-06-30,1
T03987,C046,P003,2025-04-02,1
T03988,C364,P025,2025-08-24,1
T03988,C364,P027,2025-08-24,1
T03989,C132,P025,2025-08-15,1
T03990,C072,P004,2025-10-19,1
T03991,C250,P002,2025-07-06,1
T03992,C440,P010,2025-07-25,1
T03993,C210,P028,2025-11-14,1
T03994,C470,P022,2025-03-08,1
T03995,C263,P028,2025-11-16,1
T03996,C488,P011,2025-07-11,1
T03996,C488,P015,2025-07-11,1
T03997,C260,P015,2025-05-15,1
T03998,C450,P029,2025-12-16,1
T03998,C450,P030,2025-12-16,1
T03999,C380,P026,2025-05-06,1
T04000,C359,P027,2025-10-15,1
T04001,C005,P005,2025-02-23,1
T04001,C005,P007,2025-02-23,1
T04002,C292,P013,2025-02-07,1
T04003,C115,P013,2025-08-25,1
T04004,C343,P003,2025-06-28,1
T04005,C239,P015,2025-11-25,1
T04006,C274,P029,2025-08-27,1
T04006,C274,P030,2025-08-27,1
T04007,C375,P004,2025-07-23,1
T04008,C394,P014,2025-04-13,1
T04009,C206,P011,2025-02-03,1
T04009,C206,P015,2025-02-03,1
T04010,C109,P023,2025-09-01,1
T04011,C059,P009,2025-08-21,1
T04012,C020,P018,2025-03-21,1
T04013,C486,P016,2025-03-16,1
T04014,C164,P019,2025-01-17,1
T04015,C397,P013,2025-02-01,1
T04016,C480,P026,2025-07-05,1
T04017,C405,P014,2025-08-31,1
T04018,C110,P002,2025-04-19,1
T04019,C445,P001,2025-12-17,1
T04020,C130,P021,2025-04-01,1
T04021,C043,P005,2025-02-05,1
T04021,C043,P006,2025-02-05,1
T04022,C153,P028,2025-12-31,1
T04023,C232,P028,2025-08-03,1
T04024,C269,P007,2025-12-09,1
T04025,C458,P009,2025-04-05,1
T04026,C426,P002,2025-02-17,1
T04027,C459,P029,2025-08-08,1
T04027,C459,P030,2025-08-08,1
T04028,C085,P007,2025-06-28,1
T04029,C483,P014,2025-09-04,1
T04030,C244,P018,2025-12-19,1
T04031,C402,P006,2025-12-23,1
T04032,C224,P012,2025-12-21,1
T04033,C293,P013,2025-01-06,1
T04034,C288,P026,2025-11-02,1
T04035,C102,P003,2025-12-08,1
T04036,C297,P020,2025-03-16,1
T04037,C166,P022,2025-06-12,1
T04037,C166,P024,2025-06-12,1
T04038,C479,P005,2025-09-13,1
T04039,C059,P026,2025-12-12,1
T04040,C209,P009,2025-09-24,1
T04041,C370,P001,2025-08-19,1
T04042,C439,P005,2025-11-21,1
T04043,C497,P019,2025-02-19,1
T04043,C497,P020,2025-02-19,1
T04044,C216,P023,2025-10-07,1
T04045,C397,P006,2025-11-04,1
T04046,C194,P007,2025-06-28,1
T04047,C108,P007,2025-12-14,1
T04048,C296,P001,2025-07-09,1
T04049,C009,P010,2025-06-07,1
T04050,C258,P027,2025-03-05,1
T04051,C359,P016,2025-11-29,1
T04052,C212,P014,2025-06-30,1
T04053,C181,P027,2025-10-05,1
T04054,C219,P017,2025-06-21,1
T04055,C059,P030,2025-04-01,1
T04056,C235,P014,2025-07-11,1
T04057,C091,P018,2025-11-01,1
T04058,C084,P018,2025-08-12,1
T04059,C196,P010,2025-12-04,1
T04060,C353,P022,2025-08-12,1
T04061,C360,P020,2025-02-20,1
T04062,C045,P026,2025-02-23,1
T04063,C046,P021,2025-01-09,1
T04064,C316,P030,2025-07-30,1
T04065,C054,P016,2025-11-16,1
T04066,C052,P021,2025-08-16,1
T04067,C258,P019,2025-01-17,1
T04068,C437,P014,2025-04-19,1
T04069,C115,P025,2025-08-21,1
T04070,C059,P007,2025-08-29,1
T04071,C487,P004,2025-06-29,1
T04072,C496,P026,2025-08-26,1
T04073,C212,P030,2025-11-27,1
T04074,C361,P026,2025-07-22,1
T04075,C004,P012,2025-04-25,1
T04076,C260,P010,2025-05-18,1
T04077,C451,P022,2025-05-16,1
T04077,C451,P024,2025-05-16,1
T04078,C345,P008,2025-01-03,1
T04079,C461,P030,2025-08-01,1
T04080,C017,P001,2025-01-14,1
T04080,C017,P003,2025-01-14,1
T04081,C431,P027,2025-09-23,1
T04082,C420,P024,2025-11-04,1
T04083,C163,P011,2025-03-29,1
T04084,C221,P008,2025-10-12,1
T04085,C499,P013,2025-04-09,1
T04086,C316,P021,2025-07-21,1
T04087,C425,P002,2025-10-23,1
T04088,C220,P005,2025-11-22,1
T04089,C373,P006,2025-07-26,1
T04090,C463,P011,2025-09-22,1
T04090,C463,P013,2025-09-22,1
T04091,C051,P023,2025-03-06,1
T04092,C259,P004,2025-11-20,1
T04093,C296,P026,2025-07-20,1
T04094,C432,P025,2025-11-18,1
T04095,C429,P018,2025-03-23,1
T04096,C486,P011,2025-04-15,1
T04096,C486,P012,2025-04-15,1
T04097,C224,P001,2025-11-18,1
T04098,C079,P001,2025-11-13,1
T04099,C472,P003,2025-10-20,1
T04100,C196,P001,2025-03-08,1
T04101,C325,P021,2025-07-03,1
T04102,C096,P008,2025-12-01,1
T04103,C460,P008,2025-06-02,1
T04104,C100,P018,2025-05-06,1
T04105,C372,P025,2025-07-13,1
T04106,C338,P002,2025-05-21,1
T04107,C043,P030,2025-03-15,1
T04108,C322,P001,2025-11-23,1
T04109,C444,P004,2025-02-26,1
T04110,C236,P030,2025-11-02,1
T04111,C063,P004,2025-03-14,1
T04112,C145,P009,2025-04-03,1
T04113,C048,P003,2025-09-11,1
T04114,C433,P012,2025-04-17,1
T04115,C201,P004,2025-09-09,1
T04116,C408,P001,2025-07-31,1
T04116,C408,P004,2025-07-31,1
T04117,C040,P007,2025-12-18,1
T04118,C215,P013,2025-06-10,1
T04119,C325,P030,2025-08-19,1
T04120,C414,P006,2025-04-03,1
T04121,C153,P001,2025-04-02,1
T04122,C324,P020,2025-01-17,1
T04123,C061,P011,2025-06-27,1
T04124,C315,P020,2025-10-07,1
T04125,C003,P006,2025-09-25,1
T04126,C380,P009,2025-03-04,1
T04127,C099,P020,2025-01-16,1
T04128,C275,P001,2025-09-23,1
T04129,C079,P007,2025-07-06,1
T04130,C059,P029,2025-04-22,1
T04130,C059,P030,2025-04-22,1
T04131,C113,P003,2025-12-21,1
T04132,C482,P005,2025-05-18,1
T04132,C482,P007,2025-05-18,1
T04133,C489,P003,2025-06-28,1
T04134,C363,P018,2025-11-30,1
T04135,C151,P015,2025-09-11,1
T04136,C224,P017,2025-07-24,1
T04137,C473,P007,2025-05-09,1
T04138,C089,P007,2025-12-18,1
T04139,C434,P029,2025-05-24,1
T04140,C053,P019,2025-10-28,1
T04140,C053,P020,2025-10-28,1
T04141,C489,P024,2025-09-07,1
T04142,C222,P029,2025-08-17,1
T04143,C383,P009,2025-06-13,1
T04144,C319,P004,2025-11-07,1
T04145,C197,P014,2025-04-13,1
T04146,C291,P012,2025-07-11,1
T04147,C460,P021,2025-02-02,1
T04148,C231,P006,2025-01-18,1
T04149,C491,P017,2025-05-10,1
T04150,C301,P014,2025-05-31,1
T04151,C310,P027,2025-11-27,1
T04152,C487,P017,2025-06-30,1
T04153,C204,P001,2025-02-28,1
T04153,C204,P003,2025-02-28,1
T04154,C220,P026,2025-04-06,1
T04155,C184,P008,2025-02-07,1
T04156,C111,P022,2025-07-10,1
T04157,C400,P011,2025-03-04,1
T04157,C400,P012,2025-03-04,1
T04158,C368,P011,2025-04-20,1
T04159,C408,P011,2025-04-30,1
T04160,C198,P010,2025-11-05,1
T04161,C109,P017,2025-04-22,1
